rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
184,"spotify:track:2jPufybqAAmiF16Jirt9Ez","Julión Álvarez y su Norteño Banda","Te Hubieras Ido Antes","UMLE - Fonovisa",57,133,23,"1283359"
185,"spotify:track:6981hdSOqG8tP6xTqaySa1","Julión Álvarez y su Norteño Banda","Ojos Verdes","UMLE - Fonovisa",37,153,47,"1281191"
186,"spotify:track:2sTDlCxmuZCTDKKk9f1qus","Bad Bunny","WHERE SHE GOES","Rimas Entertainment LLC",6,192,33,"1280198"
187,"spotify:track:4rX1QSvkaQE2y5LJLVjFqG","Luis Mexia, Grupo Firme","Calidad","Luis Mexia",14,138,78,"1277621"
188,"spotify:track:3lGMtkONrZdJ8kTCg6KIFf","Natalia Lafourcade","Hasta la Raíz","RCA Records Label",15,-1,215,"1277303"
189,"spotify:track:5jt25aFjW2kNoBqaEVaz5W","Mora, Feid","LA INOCENTE","Rimas Entertainment LLC",75,-1,79,"1276981"
190,"spotify:track:0SRddBTphQwQcfqw4Br1uX","León Larregui","Brillas","EMI México",43,-1,359,"1275777"
191,"spotify:track:2m3Fqmw1mfs39KklPmjq79","Lefty Sm, Santa Fe Klan, Dharius, C-Kan, MC Davo, Neto Peña","Por Mi México (Remix)","Alzada Corp",21,-1,17,"1275211"
192,"spotify:track:3nQ0FbZL6DTcGnu03Jpgzm","Carin Leon","Me la Avente","Tamarindo Rekordsz",27,124,172,"1268371"
193,"spotify:track:0OEBOJhSObnFuHuasXdt52","Shakira","Dia de Enero","Epic",100,-1,45,"1267942"
194,"spotify:track:100Tm6z29RfHTdUQ6NIs0s","Julieta Venegas","Me Voy","Ariola",150,-1,20,"1266039"
195,"spotify:track:5rcnAHBclBs0OGV4rATEnR","Humbe","fantasmas","Sony Music México",72,182,7,"1265427"
196,"spotify:track:7pK2omxNCdDHqWqjRPJPoN","Luis R Conriquez, Junior H","Aquellos Botones","Kartel Music",196,-1,1,"1265226"
197,"spotify:track:4ZplewvZRLFcfBa5uyBbhd","Cardenales De Nuevo León","Belleza De Cantina","Universal Music Mexico",65,140,194,"1242915"
198,"spotify:track:3KTExsIhHiqNHW9XBbTTZd","Natanael Cano, Dan Sanchez","Como Es Arriba Es Abajo","WEA Latina",26,-1,40,"1240816"
199,"spotify:track:0UXlu64mDLvfzR8IXMz06J","Christian Nodal","Ya No Somos Ni Seremos","Producciones Ladon, S.A de C.V.",1,157,92,"1239174"
200,"spotify:track:1Wrzhfa5bNlqvsnCztz190","Hombres G","Devuélveme a mi chica","WM Spain",72,175,306,"1231837"
