rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
186,"spotify:track:7IlJlSpohNtejR7mI9Wz5c","Xavi","Aquí Estoy Yo","Interscope Records",186,-1,1,"1321113"
187,"spotify:track:3ZGkdrigbWXLgHungXfZkt","Junior H, Luis R Conriquez","Los Botones Azules","WEA Latina",13,182,99,"1319748"
188,"spotify:track:2LawezPeJhN4AWuSB0GtAU","Creedence Clearwater Revival","Have You Ever Seen The Rain","Craft Recordings",188,-1,1,"1315503"
189,"spotify:track:4rX1QSvkaQE2y5LJLVjFqG","Luis Mexia, Grupo Firme","Calidad","Luis Mexia",14,197,80,"1311719"
190,"spotify:track:5xzGmQsjbPuIZ6GtPdVuEq","Grupo Marca Registrada, Junior H","El Rescate","RB Music, Inc. (RB Music/Grupo Marca Registrada)",8,154,79,"1310853"
191,"spotify:track:5rcnAHBclBs0OGV4rATEnR","Humbe","fantasmas","Sony Music México",72,167,9,"1308745"
192,"spotify:track:1ULnQ2yn5LeQX4LrROm1RD","Junior H, Ovi","COLOGNE","WEA Latina",19,198,50,"1308077"
193,"spotify:track:3JvDAV3iV1KH0EmnfdU8kf","Alfredo Olivas","Antecedentes De Culpa","Camiolvi",137,169,11,"1286355"
194,"spotify:track:3nNmRE0DxHC6ZaKkrpUumS","Bad Bunny, Young Miko","FINA","Rimas Entertainment LLC",7,165,15,"1281593"
195,"spotify:track:3FUVgc4ULS0t7X7sUBZ1UO","Natanael Cano, Junior H","Eres","WEA Latina",14,-1,28,"1281254"
196,"spotify:track:0W4yC1CrhJVQCpcFrB6oGU","Kenia OS","Ojo X Ojo","Sony Music México",40,-1,12,"1279094"
197,"spotify:track:68cUJFq7aAbgeurngTmngL","Junior H","$AD BOYZ II","WEA Latina",11,186,16,"1278302"
198,"spotify:track:5YZgFW1hURKX02zTayrpGI","Fuerza Regida","BARBIEZ","Rancho Humilde/Street Mob Records",198,-1,1,"1278005"
199,"spotify:track:5kpxVMDvYGRmNqawPqDTYR","La Adictiva, Luis R Conriquez","JGL","Anval Music",10,158,97,"1275999"
200,"spotify:track:3upTB6o5YgeALHgDp3mzte","Grupo Firme, Gerardo Coronel","Qué Onda Perdida","Music VIP Entertainment Inc",33,188,43,"1274091"
